ko_id	seed_ids	definition	kegg_ids
K13920	rxn01709;rxn15324;rxn15325	propanediol dehydratase small subunit [EC:4.2.1.28]	R02376
K13921	rxn01710	1-propanol dehydrogenase	R02377
K13929	rxn14087	malonate decarboxylase alpha subunit [EC:2.3.1.187]	R08944
K13927	rxn40445;rxn09320	holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]	R09675;R10706
K01913	rxn00175;rxn00873;rxn00226;rxn00176	acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]	R01176;R00235;R00236;R00316
K01912	rxn01842;rxn39345	phenylacetate-CoA ligase [EC:6.2.1.30]	R02539
K01911	rxn02831	O-succinylbenzoic acid---CoA ligase [EC:6.2.1.26]	R04030
K01910	rxn06694	[citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]	R04449
K00618	rxn00192	amino-acid N-acetyltransferase [EC:2.3.1.1]	R00259
K00619	rxn00192	amino-acid N-acetyltransferase [EC:2.3.1.1]	R00259
K00616	rxn01333;rxn29919	transaldolase [EC:2.2.1.2]	R01827
K01948	rxn00113	carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16]	R00149
K01947	rxn06864;rxn00792;rxn03047;rxn12510;rxn02128	biotin---[acetyl-CoA-carboxylase] ligase / type III pantothenate kinase [EC:6.3.4.15 2.7.1.33]	R05145;R01074;R02971;R03018;R04391
K01946	rxn00533	acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15]	R00742
K00615	rxn04443;rxn01200;rxn00785;rxn15228;rxn15271;rxn15630	transketolase [EC:2.2.1.1]	R01067;R01641;R01830;R06590
K01945	rxn02895	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	R04144
K00613	rxn01461;rxn00404	glycine amidinotransferase [EC:2.1.4.1]	R00565;R01989
K00610	rxn01018	aspartate carbamoyltransferase regulatory subunit	R01397
K01942	rxn00792;rxn06864	biotin---protein ligase [EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15]	R05145;R01074
K00611	rxn01019	ornithine carbamoyltransferase [EC:2.1.3.3]	R01398
K01941	rxn00560	urea carboxylase [EC:6.3.4.6]	R00774
K01940	rxn01434	argininosuccinate synthase [EC:6.3.4.5]	R01954
K00609	rxn01018	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	R01397
K01939	rxn00838	adenylosuccinate synthase [EC:6.3.4.4]	R01135
K00608	rxn01018	aspartate carbamoyltransferase [EC:2.1.3.2]	R01397
K01938	rxn00690	formate--tetrahydrofolate ligase [EC:6.3.4.3]	R00943
K00605	rxn01652;rxn06600;rxn00908	aminomethyltransferase [EC:2.1.2.10]	R04125;R01221;R02300
K01937	rxn00412;rxn00410	CTP synthase [EC:6.3.4.2]	R00571;R00573
K00606	rxn00912	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	R01226
K00603	rxn01641;rxn02283;rxn01653	glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]	R02287;R03189;R02301
K01935	rxn02277	dethiobiotin synthetase [EC:6.3.3.3]	R03182
K00604	rxn06538	methionyl-tRNA formyltransferase [EC:2.1.2.9]	R03940
K01934	rxn01653	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	R02301
K00601	rxn03005;rxn03004	phosphoribosylglycinamide formyltransferase [EC:2.1.2.2]	R04325;R04326
K01933	rxn02937	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]	R04208
K00602	rxn00832;rxn03137	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	R04560;R01127
K00600	rxn15964;rxn00692	glycine hydroxymethyltransferase [EC:2.1.2.1]	R00945;R09099
K01930	rxn27860;rxn00689;rxn01603;rxn15454	folylpolyglutamate synthase [EC:6.3.2.17]	R04241;R02237;R00942
K23470	rxn01945;rxn08521;rxn08458;rxn03974	4-hydroxyphenylacetate 3-hydroxylase, reductase component [EC:1.5.1.36]	R02698;R09750;R09748;R05705
K23486	rxn15318	9,11-endoperoxide prostaglandin H2 reductase [EC:1.1.1.-]	R02264
K11473	rxn00333	glycolate oxidase iron-sulfur subunit	R00475
K11472	rxn00333	glycolate oxidase FAD binding subunit	R00475
K23451	rxn04376	dihydrosphingosine 1-phosphate phosphatase [EC:3.1.3.-]	R06520
K23452	rxn07865	UDP-glucosyltransferase 85A [EC:2.4.1.-]	R08076
K23458	rxn00391;rxn01539	repressible acid phosphatase [EC:3.1.3.2]	R02135;R00548
K09186	rxn06804;rxn06515;rxn06805	[histone H3]-lysine4 N-trimethyltransferase MLL1 [EC:2.1.1.354]	R03875;R04866;R04867
K09189	rxn06804;rxn06515;rxn06805	[histone H3]-lysine4 N-trimethyltransferase MLL5 [EC:2.1.1.354]	R03875;R04866;R04867
K09187	rxn06804;rxn06515;rxn06805	[histone H3]-lysine4 N-trimethyltransferase MLL2 [EC:2.1.1.354]	R03875;R04866;R04867
K10150	rxn03380;rxn05733;rxn05909;rxn15167;rxn05035;rxn02571;rxn00649	cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase [EC:2.5.1.47 2.5.1.65 4.2.1.22]	R00891;R03601;R04942;R00897;R04859;R07274;R01290
K09188	rxn06804;rxn06515;rxn06805	[histone H3]-lysine4 N-trimethyltransferase MLL3 [EC:2.1.1.354]	R03875;R04866;R04867
K10156	rxn07621	epi-isozizaene synthase [EC:4.2.3.37]	R07830
K10158	rxn39537	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 [EC:2.4.1.135]	R05928
K23462	rxn08458;rxn03974	flavin-dependent trigonelline monooxygenase, reductase component [EC:1.5.1.36]	R09748;R05705
K22133	rxn01135	oxalate---CoA ligase [EC:6.2.1.8]	R01558
K00793	rxn00048	riboflavin synthase [EC:2.5.1.9]	R00066
K00794	rxn03080	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	R04457
K00791	rxn14073	tRNA dimethylallyltransferase [EC:2.5.1.75]	R01122
K22101	rxn02986	dihydroneopterin triphosphate aldolase (PTPS-III) / 6-pyruvoyltetrahydropterin synthase [EC:4.1.2.60 4.2.3.12]	R04286;R11719
K00790	rxn00461	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	R00660
K00799	rxn04895;rxn04833;rxn04919;rxn04831;rxn04887;rxn04916;rxn39402;rxn06401;rxn04894;rxn15652;rxn04873;rxn16246;rxn04811;rxn04872;rxn04809;rxn04810;rxn04830;rxn04903;rxn04832;rxn11808;rxn04896;rxn07181;rxn04886	glutathione S-transferase [EC:2.5.1.18]	R07091;R03522;R09409;R07004;R07026;R07003;R07025;R07069;R07113;R07002;R07024;R07023;R07100;R07116;R07084;R07083;R07094;R07093;R07070;R07092;R11905;R08280
K00797	rxn01406;rxn12049	spermidine synthase [EC:2.5.1.16]	R08359;R01920
K00798	rxn03535;rxn01084;rxn05029	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	R07268;R01492;R05220;R12184
K00795	rxn01213;rxn01466	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	R02003;R01658
K00796	rxn02201;rxn02200	dihydropteroate synthase [EC:2.5.1.15]	R03066;R03067
K00780	rxn03466;rxn06758;rxn39526;rxn39564;rxn39555	beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 4A) [EC:2.4.99.4]	R05967;R05942;R05949;R05913;R05957
K00781	rxn39938;rxn39623	neolactotetraosylceramide alpha-2,3-sialyltransferase (sialyltransferase 6) [EC:2.4.99.6]	R09297;R06153
K00788	rxn23042;rxn02305	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	R10712;R03223
K00789	rxn03264;rxn00126	S-adenosylmethionine synthetase [EC:2.5.1.6]	R04771;R00177
K00787	rxn01213;rxn01466	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	R02003;R01658
K11431	rxn06804;rxn06515;rxn06805	[histone H3]-lysine4 N-trimethyltransferase SETD7 [EC:2.1.1.354]	R03875;R04866;R04867
K11430	rxn06804;rxn06515;rxn06805	[histone H3]-lysine27 N-trimethyltransferase EZH2 [EC:2.1.1.356]	R03875;R04866;R04867
K10105	rxn07585	lipoyltransferase 1	R12427;R07771;R12432;R12450
K10106	rxn12005;rxn16837	vitamin K-dependent gamma-carboxylase [EC:4.1.1.90]	R05144;R09991
K11433	rxn06804;rxn06805	[histone H3]-lysine36 N-dimethyltransferase SETMAR [EC:2.1.1.357]	R04866;R04867
K11432	rxn06804;rxn06515;rxn06805	[histone H3]-lysine9 N-trimethyltransferase PRDM2 [EC:2.1.1.355]	R03875;R04866;R04867
K11440	rxn12191;rxn10770	choline dehydrogenase [EC:1.1.1.1]	R08557;R08558
K11441	rxn01921	dehydrogluconokinase [EC:2.7.1.13]	R02658
K22185	rxn01041;rxn15186;rxn15185	D-xylose 1-dehydrogenase [EC:1.1.1.175]	R01429
K22182	rxn11571;rxn16213	thioredoxin reductase (NADPH) [EC:1.8.1.9]	R03596;R09372
K22186	rxn01753	xylonate dehydratase [EC:4.2.1.82]	R02429
K22199	rxn01986;rxn15115;rxn00778	phosphopentomutase [EC:5.4.2.7]	R02749;R01057
K10187	rxn07463;rxn16329;rxn14255;rxn07462	germacradienol/geosmin synthase [EC:4.2.3.22 4.2.3.75 4.1.99.16]	R09487;R08543;R07648;R07647
K23492	rxn01945	4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]	R02698
K23493	rxn02722	geissoschizine synthase [EC:1.3.1.36]	R03860
K23494	rxn04081	alstonine synthase [EC:1.14.14.-]	R05849;R12282
K00759	rxn03039;rxn00139;rxn00915	adenine phosphoribosyltransferase [EC:2.4.2.7]	R04378;R00190;R01229
K11415	rxn40381;rxn40382	NAD+-dependent protein deacetylase sirtuin 5 [EC:2.3.1.286]	R10634;R10633
K11414	rxn40381;rxn40382	NAD+-dependent protein deacetylase sirtuin 4 [EC:2.3.1.286]	R10634;R10633
K12745	rxn03544	deacetoxycephalosporin-C hydroxylase [EC:1.14.11.26]	R05229
K11417	rxn40381;rxn40382	NAD+-dependent protein deacetylase sirtuin 7 [EC:2.3.1.286]	R10634;R10633
K12748	rxn05112	glutaryl-7-aminocephalosporanic-acid acylase [EC:3.5.1.93]	R07402
K11416	rxn40381;rxn40382	NAD+-dependent protein deacetylase sirtuin 6 [EC:2.3.1.286]	R10634;R10633
K12747	rxn02198	deacetylcephalosporin-C acetyltransferase [EC:2.3.1.175]	R03064
K11411	rxn40381;rxn40382	NAD+-dependent protein deacetylase sirtuin 1 [EC:2.3.1.286]	R10634;R10633
K12742	rxn11733	isoprene synthase [EC:4.2.3.27]	R08199
K11410	rxn39382;rxn06334;rxn14277	short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12]	R02661;R03172
K11413	rxn40381;rxn40382	NAD+-dependent protein deacetylase sirtuin 3 [EC:2.3.1.286]	R10634;R10633
K12744	rxn03613	deacetoxycephalosporin-C synthase [EC:1.14.20.1]	R05301
K11412	rxn40381;rxn40382	NAD+-dependent protein deacetylase sirtuin 2 [EC:2.3.1.286]	R10634;R10633
K12743	rxn03326	N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase [EC:6.3.2.26]	R04870
K00750	rxn05800;rxn06453	glycogenin [EC:2.4.1.186]	R00292;R03681
K11419	rxn06804;rxn06515;rxn06805	[histone H3]-lysine9 N-trimethyltransferase SUV39H [EC:2.1.1.355]	R03875;R04866;R04867
K00757	rxn01799;rxn11757;rxn01366	uridine phosphorylase [EC:2.4.2.3]	R08229;R02484;R01876
K00758	rxn01146;rxn01799;rxn11758;rxn11750	thymidine phosphorylase [EC:2.4.2.4]	R01570;R08222;R02484;R08230
K00756	rxn01146;rxn01799;rxn01648;rxn01366	pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	R02296;R01570;R02484;R01876
K00753	rxn39949;rxn31713	glycoprotein 3-alpha-L-fucosyltransferase [EC:2.4.1.214]	R09318;R06015;R11318
K11420	rxn06804;rxn06515;rxn06805	[histone H3]-lysine9 N-trimethyltransferase EHMT [EC:2.1.1.355]	R03875;R04866;R04867
K00748	rxn03159	lipid-A-disaccharide synthase [EC:2.4.1.182]	R04606
K11426	rxn06804;rxn06515;rxn06805	[histone H3]-lysine4/36 N-trimethyltransferase SMYD [EC:2.1.1.354 2.1.1.357]	R03875;R04866;R04867
K11425	rxn06804;rxn06515;rxn06805	[histone H3]-lysine36 N-dimethyltransferase NSD3 [EC:2.1.1.357]	R03875;R04866;R04867
K11428	rxn06515	[histone H4]-lysine20 N-methyltransferase SETD8 [EC:2.1.1.361]	R03875
K11427	rxn06804;rxn06515;rxn06805	[histone H3]-lysine79 N-trimethyltransferase [EC:2.1.1.360]	R03875;R04866;R04867
K11422	rxn06804;rxn06515;rxn06805	[histone H3]-lysine4 N-trimethyltransferase SETD1 [EC:2.1.1.354]	R03875;R04866;R04867
K11421	rxn06804;rxn06515;rxn06805	[histone H3]-lysine9 N-trimethyltransferase SETDB1 [EC:2.1.1.355]	R03875;R04866;R04867
K11424	rxn06804;rxn06515;rxn06805	[histone H3]-lysine36 N-dimethyltransferase NSD2 [EC:2.1.1.357]	R03875;R04866;R04867
K11423	rxn06805	[histone H3]-dimethyl-L-lysine36 N-methyltransferase [EC:2.1.1.358]	R04867
K11429	rxn06804	[histone H4]-N-methyl-L-lysine20 N-methyltransferase [EC:2.1.1.362]	R04866
K00746	rxn39538	chondroitin sulfate N-acetylgalactosaminyltransferase 1/2 [EC:2.4.1.174 2.4.1.175]	R05929
K00747	rxn39541;rxn39542;rxn07241;rxn06741;rxn39540;rxn39543	chondroitin polymerizing factor [EC:2.4.1.175 2.4.1.226]	R07336;R05933;R04603;R05934;R05931;R05932
K00744	rxn39840;rxn39581	alpha-1,3(6)-mannosylglycoprotein beta-1,6-N-acetyl-glucosaminyltransferase [EC:2.4.1.155]	R05991;R07622
K00742	rxn39642	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase [EC:2.4.1.150]	R06189
K00743	rxn39632;rxn39571;rxn39619	N-acetyllactosaminide 3-alpha-galactosyltransferase [EC:2.4.1.87]	R06145;R06169;R05978
K00741	rxn39568;rxn03183;rxn39569	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase [EC:2.4.1.149]	R05974;R05975;R04659
K12724	rxn39767;rxn39768;rxn07167;rxn07166	clorobiocin/coumermycin A biosynthesis protein CloN7/CouN7	R06775;R06768
K12723	rxn07152	clorobiocin biosynthesis protein CloN2	R06748
K12720	rxn07150	peptidyl carrier protein	R12057;R12056;R06746
K12722	rxn39767;rxn39768;rxn07167;rxn07166	clorobiocin/coumermycin A biosynthesis protein CloN6/CouN6	R06775;R06768
K12721	rxn07151	L-prolyl-[peptidyl-carrier protein] dehydrogenase [EC:1.3.8.14]	R06747
K00771	rxn39534	protein xylosyltransferase [EC:2.4.2.26]	R05925
K00772	rxn01022	5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	R01402
K00770	rxn06535;rxn15581	1,4-beta-D-xylan synthase [EC:2.4.2.24]	R03928;R06083
K12729	rxn07707	7-methylxanthosine synthase [EC:2.1.1.158]	R07917
K00779	rxn39641;rxn39939	beta-galactoside alpha-2,6-sialyltransferase (sialyltransferase 2) [EC:2.4.99.1]	R06188;R09298
K00778	rxn39939;rxn39580	beta-galactoside alpha-2,6-sialyltransferase (sialyltransferase 1) [EC:2.4.99.1]	R05990;R09298
K00773	rxn40082	queuine tRNA-ribosyltransferase [EC:2.4.2.29]	R10209
K12731	rxn07709;rxn07710	caffeine synthase [EC:2.1.1.160]	R07919;R07920
K12730	rxn07709	theobromine synthase [EC:2.1.1.159]	R07919
K12732	rxn01003	phenylpyruvate decarboxylase [EC:4.1.1.-]	R01377
K00760	rxn11766;rxn11773;rxn39892;rxn00915;rxn00836;rxn39891;rxn00139;rxn11765;rxn01544	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	R08237;R08238;R02142;R01132;R08245;R00190;R01229
K00761	rxn00711	uracil phosphoribosyltransferase [EC:2.4.2.9]	R00966
K00768	rxn02897	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	R04148
K00769	rxn01544;rxn00915	xanthine phosphoribosyltransferase [EC:2.4.2.22]	R02142;R01229
K00766	rxn00791	anthranilate phosphoribosyltransferase [EC:2.4.2.18]	R01073
K00767	rxn02402	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	R03348
K00764	rxn00790	amidophosphoribosyltransferase [EC:2.4.2.14]	R01072
K00765	rxn00789	ATP phosphoribosyltransferase [EC:2.4.2.17]	R01071
K00762	rxn01362	orotate phosphoribosyltransferase [EC:2.4.2.10]	R01870
K00763	rxn01265;rxn08981	nicotinate phosphoribosyltransferase [EC:6.3.4.21]	R01724
K00719	rxn39560	galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase [EC:2.4.1.79]	R05962;R11378;R11379;R11321
K00717	rxn39578;rxn39950	glycoprotein 6-alpha-L-fucosyltransferase [EC:2.4.1.68]	R05988;R09319
K00718	rxn31495;rxn31285;rxn31496;rxn39602;rxn31298;rxn31296;rxn31494;rxn31497;rxn31293;rxn31301;rxn31294;rxn39603	galactoside 2-L-fucosyltransferase 1/2 [EC:2.4.1.69]	R06090;R05968;R06024;R06035;R06156;R06089;R06027;R06170;R06031;R06086;R06041;R06085
K00715	rxn03460;rxn39552;rxn06749;rxn03461	ganglioside galactosyltransferase [EC:2.4.1.62]	R05941;R05956;R05953;R05948
K00716	rxn39657;rxn39629;rxn39627;rxn39589;rxn39596;rxn39659;rxn39661;rxn39599;rxn39605;rxn39660;rxn39628;rxn39600;rxn39626;rxn39624;rxn39595;rxn39658	galactoside 3(4)-fucosyltransferase 3 [EC:2.4.1.65]	R06025;R06222;R06155;R06221;R06165;R06227;R06039;R06038;R06224;R06076;R06164;R06230;R06075;R06163;R06162;R06095
K12702	rxn07155	novobiocin biosynthesis protein NovI	R06752
K12701	rxn07154	novobiocin biosynthesis protein NovH	R06751
K12704	rxn07156	novobiocin biosynthesis protein NovK	R06753
K12703	rxn07156	novobiocin biosynthesis protein NovJ	R06753
K12709	rxn04592;rxn39771;rxn39769;rxn04591;rxn04593;rxn40247;rxn39770	8-demethylnovobiocic acid synthase [EC:6.3.1.15]	R06777;R06776;R10453;R06778
K12705	rxn40248;rxn04593;rxn39771	8-demethylnovobiocic acid C8-methyltransferase [EC:2.1.1.284]	R10454;R06778
K12708	rxn04580;rxn04579	4-hydroxy-3-prenylphenylpyruvate oxygenase / 4-hydroxy-3-prenylbenzoate synthase [EC:1.13.11.83 1.13.12.23]	R06759;R06758
K12707	rxn04578	4-hydroxyphenylpyruvate 3-dimethylallyltransferase [EC:2.5.1.111]	R06757
K00710	rxn39520	polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.41]	R05907
K00709	rxn39630;rxn39640;rxn39644;rxn39647;rxn39643;rxn39646;rxn39591;rxn39631	histo-blood group ABO system transferase [EC:2.4.1.40 2.4.1.37]	R06168;R06167;R06187;R06029;R06193;R06191;R06190;R06197
K00706	rxn05800	1,3-beta-glucan synthase [EC:2.4.1.34]	R03118
K00704	rxn15570;rxn00356;rxn15047;rxn15571;rxn15048	alpha-lactalbumin [EC:2.4.1.22]	R06067;R00503
K00705	rxn06096;rxn15532;rxn15533	4-alpha-glucanotransferase [EC:2.4.1.25]	R02111;R05196
K12713	rxn04588	decarbamoylnovobiocin carbamoyltransferase [EC:2.1.3.12]	R06772
K12712	rxn04590;rxn04584;rxn04587	demethyldecarbamoylnovobiocin O-methyltransferase [EC:2.1.1.285]	R06771;R06774;R06767
K12714	rxn07165	clorobiocin biosynthesis protein Clo-hal	R06766
K12711	rxn04584;rxn04586;rxn04589	L-demethylnoviosyl transferase [EC:2.4.1.302]	R06773;R06770;R06767
K12719	rxn07150	L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53]	R12057;R12056;R06746
K00702	rxn15098;rxn00698;rxn15097	cellobiose phosphorylase [EC:2.4.1.20]	R00952
K00703	rxn06165	starch synthase [EC:2.4.1.21]	R02421
K00700	rxn06095	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	R02110
K00739	rxn39522	acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase [EC:2.4.1.147]	R05909
K00737	rxn39576	beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]	R05986
K00738	rxn39577	alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase A/B [EC:2.4.1.145]	R05987
K00736	rxn39575	alpha-1,6-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.143]	R05985
K00733	rxn39535	xylosylprotein 4-beta-galactosyltransferase [EC:2.4.1.133]	R05926
K00734	rxn39536	galactosylxylosylprotein 3-beta-galactosyltransferase [EC:2.4.1.134]	R05927
K00731	rxn39521	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase [EC:2.4.1.122]	R05908
K00730	rxn31489	oligosaccharyl transferase complex subunit OST4	R05976
K00728	rxn39838;rxn11590	dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]	R07620;R11399;R04072
K00729	rxn05914	dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117]	R01005
K00726	rxn31492	alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.101]	R05983
K00727	rxn39525;rxn39523	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase [EC:2.4.1.102]	R05912;R05910
K00725	rxn06736;rxn03459;rxn02494;rxn39551	(N-Acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase [EC:2.4.1.92]	R05939;R05952;R05938;R05946
K00722	rxn39562	globoside alpha-N-acetylgalactosaminyltransferase [EC:2.4.1.88]	R11322;R05965
K00720	rxn01088	ceramide glucosyltransferase [EC:2.4.1.80]	R06275;R01497
K00721	rxn05918	dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	R01009
K22268	rxn06000;rxn15194;rxn15193	xylan 1,4-beta-xylosidase [EC:3.2.1.37]	R01433
K22270	rxn01884	3-hydroxybenzoate 6-monooxygenase [EC:1.14.13.24]	R02589
K10276	rxn39987	F-box and leucine-rich repeat protein 10/11 [EC:1.14.11.27]	R10056
K22251	rxn00762	glycerol dehydrogenase [EC:1.1.1.6]	R01034
K22252	rxn02437;rxn02439	GDP-6-deoxy-D-talose 4-dehydrogenase [EC:1.1.1.135]	R03396;R03398
K09251	rxn00856	putrescine aminotransferase [EC:2.6.1.82]	R12214;R01155
K10248	rxn16256	elongation of very long chain fatty acids protein 3 [EC:2.3.1.199]	R10825;R09419
K10249	rxn16256	elongation of very long chain fatty acids protein 4 [EC:2.3.1.199]	R10825;R09419
K10244	rxn16256	elongation of very long chain fatty acids protein 5 [EC:2.3.1.199]	R10825;R09419
K10245	rxn16256;rxn07572;rxn07576	fatty acid elongase 2 [EC:2.3.1.199]	R07762;R07758;R10825;R09419
K10246	rxn16256;rxn07572;rxn07576	fatty acid elongase 3 [EC:2.3.1.199]	R07762;R07758;R10825;R09419
K10247	rxn16256	elongation of very long chain fatty acids protein 1 [EC:2.3.1.199]	R10825;R09419
K23550	rxn15443;rxn15442;rxn02821	sialidase [EC:3.2.1.18]	R04018
K22224	rxn00172;rxn00669	acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]	R00920;R00229
K22223	rxn00980	phosphoglycolate phosphatase [EC:3.1.3.18]	R01334
K22229	rxn01277	2-ketogluconate reductase [EC:1.1.1.215]	R01739
K10251	rxn14007;rxn14276;rxn03201;rxn01693;rxn01692;rxn07573;rxn03200	17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]	R04682;R04681;R02353;R02352;R07759;R08980;R08945;R10826
K10250	rxn16256	elongation of very long chain fatty acids protein 7 [EC:2.3.1.199]	R10825;R09419
K10258	rxn07575;rxn16287	very-long-chain enoyl-CoA reductase [EC:1.3.1.93]	R07761;R09449;R10828
K22230	rxn16801	scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.-]	R09954
K10220	rxn03089	4-oxalmesaconate hydratase [EC:4.2.1.83]	R04478
K10221	rxn23791;rxn02980	2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]	R04277
K10226	rxn07651;rxn07723;rxn06492	acyl-CoA 6-desaturase (Delta-6 desaturase) [EC:1.14.19.3]	R12170;R07861;R12168;R11110;R12167;R11111;R07933;R12172;R03814;R12171
K10222	rxn01898;rxn03660	2,6-dioxo-6-phenylhexa-3-enoate hydrolase [EC:3.7.1.8]	R02606;R05359
K10223	rxn07205	cholesterol 25-hydroxylase [EC:1.14.99.38]	R07218
K22203	rxn02610	dopachrome tautomerase [EC:5.3.3.12]	R03673
K22208	rxn16818	(-)-camphene synthase [EC:4.2.3.117]	R09972
K22207	rxn00566	L-cysteine desulfhydrase [EC:4.4.1.28]	R00782
K22211	rxn08659	D-lactate dehydratase [EC:4.2.1.130]	R09796
K22210	rxn01157	D-glutamate cyclase [EC:4.2.1.48]	R01583
K22215	rxn15131;rxn00813;rxn00810;rxn15130;rxn15125;rxn15124	galactose dehydrogenase [EC:1.1.1.48 1.1.1.120]	R01094;R01097
K23548	rxn07824	uptake hydrogenase small subunit [EC:1.12.99.6]	R08034
K23549	rxn07824	uptake hydrogenase large subunit [EC:1.12.99.6]	R08034
K22284	rxn15315;rxn06217;rxn39352	endothelial lipase [EC:3.1.1.3]	R02250;R02687
K22283	rxn15315;rxn06217;rxn39352	hepatic triacylglycerol lipase [EC:3.1.1.3]	R02250;R02687
K00818	rxn01637	acetylornithine aminotransferase [EC:2.6.1.11]	R02283
K00819	rxn00467	ornithine--oxo-acid transaminase [EC:2.6.1.13]	R00667
K00816	rxn03379;rxn02912;rxn16207;rxn01735;rxn01435;rxn15166;rxn00566;rxn16214	kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase [EC:2.6.1.7 4.4.1.13 2.6.1.64]	R02408;R09366;R01286;R00782;R09373;R12188;R04941;R01956;R04171
K00817	rxn02320;rxn00527;rxn00493	histidinol-phosphate aminotransferase [EC:2.6.1.9]	R03243;R00694;R00734
